Bib,Name,Miles,KM,May 1,May 2,May 3,May 4,May 5,May 6,May 7,May 8,May 9,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31
894,Oriana Matheson,155.8,250.7,5,8,14,3,4,4,5,4,0,6,5,8,5,6,6,6,3,0,3,7,6,3,3,3,0,11,0,12,3,0,2
7316,Corey Campbell,155.8,250.7,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,6,5,0,6,6,5,7,0,0,0,6,6,6,0,6
11578,Felicia Haines,155.8,250.7,0,0,18,0,0,0,12,0,0,17,5,6,0,5,9,10,0,10,5,5,0,0,14,16,3,2,2,2,0,6,5
13555,Andrew Follwell,155.7,250.7,9,6,6,0,5,5,7,0,0,6,0,0,0,0,0,0,0,0,0,20,10,11,10,7,10,6,6,6,0,0,7
2136,Sarah Bain,155.7,250.6,7,7,8,8,2,2,2,5,2,2,11,6,2,7,2,5,2,11,0,2,3,0,6,3,8,4,4,7,5,8,4
13572,Anna Peterson,155.7,250.6,6,6,2,4,6,4,6,0,11,5,0,7,8,0,4,10,0,0,6,5,6,0,7,9,1,0,0,0,0,7,0
4236,Natalie Sorkilmo,155.7,250.6,8,0,0,6,8,6,4,10,4,4,4,0,6,8,4,0,11,4,10,0,6,7,8,0,3,4,9,0,0,3,4
816,Alyssa Alvarez,155.7,250.6,5,0,13,0,5,0,5,8,2,0,0,5,5,3,6,0,10,0,5,1,5,3,27,5,0,0,0,4,3,15,12
3939,Judith Lynn,155.7,250.6,5,6,8,0,7,3,8,5,0,7,3,7,8,0,5,0,7,9,3,4,9,4,2,2,6,9,6,7,3,0,7
16625,Raasika Gaugler,155.7,250.6,0,0,7,5,11,5,8,5,0,5,5,7,5,7,4,5,10,2,5,5,5,4,9,3,0,5,3,5,6,6,0
9568,Emily Kelly,155.7,250.5,12,2,9,4,0,0,1,6,8,11,0,8,5,0,0,5,2,9,7,2,0,5,7,2,18,0,5,2,5,9,2
352,David Taylor,155.7,250.5,5,8,7,3,4,0,1,3,9,2,5,5,3,6,1,9,3,2,6,6,5,5,8,5,2,4,0,5,5,5,9
10451,Jason Conner,155.7,250.5,6,2,7,0,0,7,9,3,10,0,6,6,6,5,3,9,15,0,5,5,0,5,9,6,0,9,6,0,0,0,0
4701,Libby Norwood,155.6,250.4,3,3,17,5,5,3,7,5,4,7,4,5,7,2,8,6,12,2,7,2,7,6,7,13,2,5,0,0,0,0,0
5578,Austin Miller,155.6,250.4,0,0,0,4,0,6,4,0,0,0,3,4,8,3,8,11,3,0,7,4,4,7,12,8,6,4,7,0,11,6,16
19056,Katharine Barton,155.6,250.4,0,6,3,4,0,3,3,0,6,0,2,0,4,0,0,8,10,4,7,6,0,8,3,7,6,7,6,7,9,8,5
9330,Claire Sayles,155.6,250.4,0,9,8,6,5,5,1,2,8,5,6,5,2,6,5,3,8,1,2,14,4,3,7,2,3,2,6,12,7,3,7
6043,Heather Wurtele,155.6,250.3,7,0,12,3,0,11,0,6,0,14,0,0,6,0,0,0,0,0,0,12,0,5,5,8,7,14,0,0,0,14,14
14910,Kathleen Berney,155.6,250.3,0,13,0,4,7,5,6,0,7,5,0,6,6,5,5,0,10,7,0,6,6,0,9,10,7,0,6,6,1,6,8
16299,Ashley Kissel,155.5,250.3,0,0,6,7,6,5,6,7,0,8,6,0,8,8,1,10,2,7,8,1,9,8,0,0,5,0,6,4,7,6,6
3020,Tanya Munroe,155.5,250.3,6,7,5,0,10,0,0,0,7,5,0,0,0,0,9,6,11,0,0,7,2,2,6,14,3,10,3,3,8,3,15
13104,Dianna Christopoulos,155.5,250.3,5,2,6,5,11,5,5,5,5,3,5,5,5,5,6,4,5,5,5,0,5,6,5,3,5,5,0,5,3,3,0
7754,Amanda DAgostino,155.5,250.3,8,5,13,2,5,0,8,0,5,10,10,2,2,7,8,0,14,0,9,2,10,0,0,0,2,8,7,2,6,1,12
7783,Aya Goldstein,155.5,250.3,6,7,7,2,6,6,5,6,5,4,9,5,5,5,7,7,5,6,5,5,5,5,8,8,3,7,4,6,0,0,0
8511,Sean Manterfield,155.5,250.3,6,11,0,7,6,7,5,3,10,0,6,4,5,4,0,10,5,0,4,4,6,6,0,0,15,3,4,5,0,6,9
10209,Laura Christadore,155.5,250.2,6,7,6,8,10,3,9,0,11,4,4,4,4,4,8,7,7,0,7,6,7,0,4,3,10,0,5,4,6,0,0
11841,Stefanie Clay,155.4,250.1,5,8,3,6,3,2,6,2,0,4,4,5,4,4,7,7,5,5,5,5,5,4,7,2,7,6,8,4,2,7,5
14725,Frank Berman,155.4,250.1,0,0,20,0,6,0,5,0,0,11,0,6,6,0,0,19,0,6,7,7,5,0,0,16,12,0,0,0,12,4,0
12196,Jody Levernier,155.4,250.0,5,0,7,0,9,0,5,3,0,10,0,3,8,6,0,12,0,10,0,0,11,0,0,11,0,9,9,7,0,14,0
14835,Chris Felix,155.3,250.0,0,11,6,0,25,7,0,12,7,0,0,10,0,0,0,0,10,0,0,17,0,0,0,0,0,6,0,12,6,3,15
6338,Damaris Peterson,155.3,250.0,5,6,7,6,5,4,1,4,10,3,6,0,6,8,5,11,0,5,5,5,0,5,6,5,5,7,0,5,5,5,0
10545,Cindy Cyr,155.3,249.9,6,5,5,5,4,7,4,4,3,4,5,5,5,5,4,5,3,5,2,6,5,5,2,4,7,1,6,2,7,5,5
18233,Conor MacGuinness,155.3,249.9,0,0,0,0,0,0,0,0,8,9,5,0,5,8,5,5,10,6,5,7,9,0,14,7,6,0,8,0,0,26,0
16217,Jack Mantell,155.3,249.9,0,0,0,10,6,6,5,7,5,0,0,0,0,5,7,5,0,10,7,6,5,10,7,0,6,10,5,7,6,6,0
8412,Kelley Donaldson,155.3,249.9,0,11,0,7,7,2,0,0,11,0,7,7,1,6,6,10,2,7,7,5,6,6,7,0,8,9,1,8,7,7,0
9582,DENISE LESSNER,155.3,249.9,6,6,0,4,7,0,7,3,0,3,8,0,10,4,7,8,0,6,8,0,6,0,8,8,8,0,4,0,8,8,13
18978,Ally Dees,155.3,249.9,0,1,5,5,5,5,0,0,6,5,3,0,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5
2815,James Sanders,155.3,249.9,3,6,6,0,0,0,6,0,8,12,6,6,6,0,0,9,11,0,0,6,5,4,11,6,8,7,0,0,0,12,11
18040,Ben Griffin,155.3,249.9,0,0,0,0,0,0,0,6,0,7,7,7,7,7,7,0,7,7,7,7,7,7,0,8,7,7,7,6,8,0,10
18957,Stacey Stini,155.3,249.9,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,9,5,5,8,7,6,7,6,9,4,7,9,10,6,9,5
10108,Amanda O'Shea,155.3,249.9,6,0,0,5,4,5,0,5,3,5,6,5,3,6,7,5,0,5,5,6,6,6,6,6,5,6,5,5,5,5,6
14368,Dale Erdmier,155.3,249.9,4,13,2,0,4,5,7,7,10,0,6,0,0,5,6,5,0,7,4,6,7,0,6,12,0,3,9,5,0,8,6
18797,Kelly Wilson,155.3,249.9,0,0,0,0,0,0,0,0,0,0,6,7,7,5,3,8,5,7,9,7,5,4,11,9,9,6,3,7,6,8,6
18798,Michael Wilson,155.3,249.9,0,0,0,0,0,0,0,0,0,0,6,7,7,5,3,8,5,7,9,7,5,4,11,9,9,6,3,7,6,8,6
8986,Janice Marie Ferguson,155.2,249.8,0,12,7,0,5,5,5,8,3,8,0,5,5,8,0,7,8,2,3,6,6,4,11,8,7,4,7,0,0,3,0
18460,Michelle Sevigny,155.2,249.8,0,0,0,0,0,0,0,4,6,6,10,4,6,5,7,4,11,3,6,9,1,3,5,5,9,7,11,1,1,5,6
4389,Sara Feldstein-Nixon,155.2,249.8,6,4,4,6,1,5,5,5,1,7,4,2,6,0,0,12,5,9,9,9,0,10,5,0,0,11,2,4,9,0,12
12130,Jackie Gerow,155.2,249.8,0,10,0,0,4,3,9,2,3,6,0,7,0,0,0,0,13,8,10,0,9,3,6,13,4,6,4,11,0,13,4
14571,Jurek Festerman,155.2,249.7,13,0,5,5,6,0,4,0,14,10,5,0,4,0,0,0,8,5,5,6,0,3,8,3,5,0,7,6,0,6,7
17788,Angela Hanley,155.1,249.6,0,0,0,0,5,0,0,0,0,0,0,0,20,9,6,5,5,5,9,8,5,9,5,5,4,7,6,6,6,4,5
18536,Michael Grulois,155.1,249.6,3,0,4,0,0,7,0,7,0,8,6,0,9,6,10,0,0,10,0,12,0,9,0,14,4,0,8,0,15,0,16
4504,Linda Bruce,155.1,249.6,5,4,5,3,5,5,5,3,10,5,5,5,3,5,5,6,5,0,5,3,0,0,11,5,0,4,6,5,3,6,6
1285,Peter Monson,155.1,249.6,6,10,12,11,5,2,1,1,0,12,6,2,0,0,2,15,13,5,6,0,0,0,0,0,0,11,3,0,5,12,10
4448,Wini Stephens,155.1,249.6,5,0,5,0,7,0,7,0,0,11,0,7,4,4,5,3,13,0,5,4,0,7,4,10,10,6,3,0,5,0,12
17276,Hannah Donnelly,155.1,249.5,0,0,0,0,6,4,0,7,8,7,0,2,0,8,13,6,0,4,0,7,9,5,0,0,0,16,3,7,7,8,7
11490,Robert Grum,155.0,249.5,5,6,5,5,5,5,5,5,5,6,4,5,5,5,0,6,3,5,5,0,5,2,7,3,0,6,4,0,5,10,5
7673,Claire Gladstone,155.0,249.5,6,5,7,5,6,5,5,5,5,2,7,1,14,7,0,9,5,0,0,0,13,6,5,0,10,9,0,0,3,9,7
14704,Anthony Salas,155.0,249.5,0,5,6,5,5,5,3,5,0,10,5,8,0,7,8,8,9,0,5,2,5,5,0,13,0,6,6,6,6,0,6
6804,Paul Grant,155.0,249.5,6,3,7,6,8,5,7,5,2,3,4,0,5,3,6,10,6,5,6,7,4,2,4,8,2,3,0,4,4,0,0
252,Michelle Waters,155.0,249.4,4,5,0,4,0,0,4,5,5,5,4,4,3,6,9,0,5,3,9,9,0,11,0,2,9,8,4,9,9,0,7
566,Katie Marshall,155.0,249.4,8,5,9,0,5,4,0,5,16,4,0,0,3,6,5,9,0,6,4,0,6,4,8,9,0,4,4,7,5,12,8
3190,Diedra Flora,155.0,249.4,6,11,5,9,5,9,0,0,0,5,0,0,0,0,3,9,7,7,0,8,0,5,7,7,7,0,10,5,6,8,0
4757,Tammy Schul,155.0,249.4,5,10,6,0,8,5,6,0,5,4,0,2,7,7,9,8,0,2,5,0,5,2,8,0,4,5,5,5,7,3,9
8389,Janet Haffner,155.0,249.4,6,7,8,8,0,2,0,8,5,10,4,5,5,2,5,8,0,0,5,3,2,5,5,0,12,6,3,7,6,7,4
8797,Jenny Wilson,155.0,249.4,0,11,2,1,7,4,7,7,11,0,4,6,6,1,7,2,2,6,6,5,0,4,6,4,5,10,2,4,0,10,0
19010,Mj Brown,155.0,249.4,5,6,0,6,5,4,6,4,8,4,5,0,2,6,5,6,0,8,4,6,5,6,6,4,8,6,5,2,7,4,3
6934,Karin Lips,155.0,249.4,7,12,11,6,5,5,5,3,1,6,2,7,1,5,1,21,5,0,0,4,10,9,1,7,0,1,0,5,6,2,0
5237,Meredith Farrell,155.0,249.4,7,12,1,3,6,6,8,2,5,3,4,4,1,4,2,10,1,5,3,5,6,3,5,4,5,3,5,8,1,10,7
5811,Nathalie Faint,155.0,249.4,0,0,19,8,0,8,0,5,0,0,0,5,7,0,7,8,0,6,0,0,13,0,14,0,8,7,9,0,9,5,7
8591,Viva Kreis,154.9,249.3,6,11,4,5,5,3,10,0,9,7,3,8,10,0,8,10,7,0,10,4,6,5,10,5,3,0,0,7,0,0,0
1083,Thomas REUSCH,154.9,249.3,3,13,3,7,3,5,5,1,6,4,3,6,1,8,5,2,4,7,5,1,6,7,14,4,6,4,6,7,0,0,0
19240,JUMIR ENCARNACION,154.9,249.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,3,8,10,6,13,0,9,10,8,6,10,7,5
1439,Neil Rosenthal,154.9,249.3,0,6,6,8,0,2,0,4,8,9,0,0,5,3,3,8,13,0,0,1,2,3,10,10,2,16,2,10,2,7,7
14909,Sarah Welch,154.9,249.3,0,10,5,4,5,3,8,2,8,3,3,5,3,6,3,4,1,3,3,5,3,7,5,10,1,6,7,4,3,3,12
19383,Julio Serrant,154.9,249.3,4,0,13,0,5,0,4,2,4,8,4,4,3,4,4,0,12,0,5,0,4,6,0,10,2,7,10,0,10,6,0
16792,Padmapriya Ramamurthy,154.9,249.3,0,4,0,4,6,5,6,4,5,2,5,3,5,0,5,10,2,6,0,5,0,6,5,3,10,8,6,0,7,7,7
3128,Scott Mellon,154.9,249.2,5,4,5,5,5,0,6,6,8,2,6,0,10,7,0,11,3,7,0,0,8,9,0,7,6,7,0,8,0,10,9
41,Julie Pierce,154.9,249.2,2,32,0,0,0,2,0,2,0,26,5,3,3,0,0,17,14,0,8,0,0,8,0,13,0,0,0,0,4,15,0
1113,Meghan Birmingham,154.9,249.2,3,11,2,5,9,5,5,4,11,2,6,5,4,7,2,5,10,6,0,13,7,2,12,4,1,2,4,0,3,1,0
10180,Josh Rasch,154.8,249.2,8,0,8,0,5,14,8,0,0,5,0,0,9,10,0,11,7,0,15,6,14,0,0,0,0,3,4,0,3,20,0
17748,Doyle Stricker,154.8,249.2,0,0,0,0,6,6,8,5,5,5,6,5,6,6,5,5,6,6,6,6,6,5,6,2,3,7,5,6,1,6,5
1630,Jennifer Horton,154.8,249.1,7,2,14,0,8,3,5,7,1,10,2,7,1,7,5,3,10,3,7,1,7,5,1,1,11,9,0,5,6,0,0
5884,Maggie Lohmeyer,154.8,249.1,5,2,6,1,6,6,7,5,1,6,5,3,8,7,4,5,5,2,6,3,1,4,5,6,3,7,3,5,7,5,6
18138,Sharon Hassan,154.8,249.1,0,0,0,0,0,0,6,0,12,6,0,6,6,6,0,26,0,5,6,5,0,7,3,14,0,6,5,8,0,14,10
18416,Sara Ayers-Rigsby,154.8,249.1,0,0,0,0,0,0,0,0,13,7,1,5,6,7,1,14,1,6,3,2,7,5,7,16,2,5,5,4,4,13,7
13326,Tyler Farrell,154.8,249.0,4,6,6,7,6,5,11,6,3,0,0,5,10,6,11,0,0,2,16,10,5,0,0,0,0,0,0,0,4,10,4
16989,Mark Bennett,154.7,249.0,0,0,0,10,7,8,0,8,3,0,4,11,7,4,13,0,0,7,10,7,4,13,0,0,7,6,10,0,0,0,0
3348,Jamie Kirby,154.7,249.0,6,5,3,3,6,3,4,3,10,5,6,7,4,3,3,10,3,2,0,3,3,3,8,0,9,6,3,0,4,7,5
3424,Sonia Villarreal,154.7,249.0,6,5,0,8,5,0,13,6,3,0,8,0,0,6,0,6,0,6,0,11,0,6,0,6,0,5,5,0,0,16,0
9672,Brenda Volkman,154.7,249.0,0,8,3,5,5,7,3,0,10,0,5,0,7,0,0,0,0,0,9,0,12,4,8,5,7,10,12,7,0,12,10
18633,Lori Larson,154.7,249.0,0,0,0,0,0,0,0,0,8,6,9,0,12,6,9,7,8,8,6,3,11,9,7,9,7,0,9,6,6,3,7
9575,Deirdre Pifer,154.7,248.9,2,5,8,2,5,7,5,1,7,6,2,5,6,3,3,8,6,2,3,3,6,2,9,6,2,5,8,2,6,9,6
15297,Christina McGovern,154.7,248.9,0,6,8,5,0,7,0,3,7,5,0,7,5,0,6,9,4,6,7,5,0,6,10,4,7,7,0,0,6,10,4
18395,Andrea Eason,154.7,248.9,0,5,10,1,5,5,3,3,0,9,1,5,5,3,0,3,13,1,5,6,3,0,5,11,0,6,5,3,2,5,11
1198,Nick Gramsky,154.6,248.9,8,10,12,3,8,8,8,7,16,10,3,8,8,6,8,12,0,4,0,6,3,3,3,0,0,0,0,0,0,0,0
12022,Rachael Jankins,154.6,248.9,2,7,6,6,5,5,5,3,5,0,0,6,6,3,3,15,0,5,7,5,10,4,2,3,6,7,0,8,4,5,7
17310,Cindy Kulikowski,154.6,248.8,0,0,0,5,6,7,4,5,3,6,5,5,6,3,5,5,12,6,5,6,3,5,8,4,6,4,6,3,6,7,0
2809,Michael Harralson,154.6,248.8,7,8,15,0,6,5,7,0,8,11,0,5,7,0,4,13,8,0,5,6,7,7,8,13,0,5,0,0,0,0,0
4029,Ashlly Saner,154.6,248.8,7,7,6,0,7,4,7,3,14,0,4,8,0,4,0,9,9,13,9,0,4,0,14,4,3,9,0,0,9,0,0
4356,Christiane Plamondon,154.6,248.7,0,7,6,0,7,0,4,0,4,0,7,4,0,0,0,7,6,3,6,7,7,2,9,7,7,6,4,6,6,8,7
18861,Ramez Armanios,154.6,248.7,0,0,0,0,0,0,0,0,0,0,0,11,7,6,6,13,5,2,10,7,8,6,10,0,0,13,0,10,8,8,9
3359,Bob Kersey,154.5,248.7,6,10,5,12,0,10,0,6,12,0,10,11,10,11,0,0,0,0,0,0,0,0,5,0,29,10,0,3,0,0,0
8463,Chris Gutman,154.5,248.7,4,4,14,0,5,7,4,4,14,3,3,7,3,7,6,0,4,11,6,3,0,0,0,0,0,0,0,15,3,11,0
18952,Lauralyn Taylor,154.5,248.7,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,11,4,10,11,9,0,7,11,8,8,6,5,0,4,8,12
7447,Meghann Kennedy,154.5,248.7,2,3,7,2,2,6,5,7,3,10,2,4,7,7,4,5,9,4,7,7,6,3,8,10,5,3,6,5,3,1,0
17378,Cassie Burt,154.5,248.6,0,0,0,1,0,6,7,2,8,8,6,4,6,3,2,8,5,6,5,7,2,5,8,6,0,3,6,5,3,7,8
9978,Amanda Saltin,154.5,248.6,4,4,5,5,5,7,6,0,0,0,4,4,5,6,5,0,6,10,3,5,8,3,10,3,5,3,3,2,2,10,0
19339,Lucien Meadows,154.5,248.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,11,22,12,0,12,5,15,0,21,12
3105,Gerard Cramer,154.5,248.6,0,8,7,0,6,0,6,0,6,9,0,6,5,6,0,6,10,0,6,0,6,0,8,9,0,6,5,6,2,9,8
19038,Steven Barr,154.5,248.6,5,0,12,6,7,4,7,2,14,0,0,7,8,7,7,7,0,7,7,4,7,2,12,0,1,7,7,0,7,0,0
7132,Jason Florimonte,154.5,248.6,8,6,26,0,7,7,6,5,6,1,0,0,12,0,11,0,8,11,0,0,0,0,2,17,0,0,0,0,0,4,4
11367,Stephen Jackson,154.4,248.6,0,0,10,6,0,6,0,0,13,0,0,0,13,3,0,13,0,6,0,6,0,0,12,0,6,0,6,42,0,10,0
18349,Lisa Brocklehurst-Somers,154.4,248.5,0,0,0,2,0,6,0,4,7,6,0,10,3,5,1,7,3,9,5,0,4,9,16,4,1,4,5,7,6,13,4
12210,Gary Vincent,154.4,248.4,4,8,0,0,4,6,4,4,10,0,4,4,4,6,4,12,0,5,4,4,6,4,13,0,0,4,5,6,4,13,4
11302,Rendal Walters,154.4,248.4,6,0,6,0,4,0,0,15,5,10,0,6,0,0,15,0,9,0,5,3,0,18,0,9,0,5,6,0,14,0,10
12435,Kelly Cadeau,154.3,248.4,7,4,4,8,0,3,9,4,9,6,3,8,6,6,0,0,5,3,8,6,11,4,8,0,3,4,0,0,4,0,10
497,Andrew Heij,154.3,248.4,2,5,7,5,6,7,6,11,2,3,0,8,3,2,11,27,0,13,0,3,2,0,6,3,0,6,8,0,0,0,0
19354,Arun Mandalapu,154.3,248.4,0,0,0,6,0,0,6,0,0,7,0,0,6,7,0,8,0,0,0,6,7,7,8,8,6,8,9,7,6,3,13
10811,Anthony DiAngelus,154.3,248.3,6,6,4,4,6,2,10,3,4,0,8,0,6,7,0,8,9,9,0,8,8,5,5,10,3,0,3,0,0,5,9
8491,Wendy Wyskiel,154.3,248.3,0,11,15,0,5,0,6,0,11,12,0,6,0,6,0,11,10,0,6,0,0,7,10,0,0,6,6,6,0,0,10
18584,John Beard,154.3,248.3,0,0,0,0,0,0,0,0,0,12,7,3,6,6,8,7,6,8,2,9,0,9,0,7,5,0,11,1,15,4,10
11533,Jill Holder,154.3,248.3,5,6,3,0,9,6,6,3,9,1,1,7,9,0,11,8,4,1,4,17,3,13,8,6,0,0,6,10,0,0,0
2770,Lynda Green,154.3,248.3,5,10,2,2,1,2,5,4,3,1,1,3,5,1,3,5,3,3,4,3,3,3,6,6,7,8,9,6,6,7,7
1395,Stacey Smith,154.3,248.3,7,5,5,5,6,4,5,6,11,0,4,6,5,5,5,8,5,6,4,5,6,0,8,0,7,5,0,0,6,3,0
14087,paula murray,154.3,248.2,0,3,8,6,3,2,0,5,4,8,0,3,5,6,0,7,8,4,4,4,3,1,8,4,11,2,6,3,3,13,7
18808,Troy Marter,154.3,248.2,0,0,0,0,0,0,0,0,0,0,6,6,6,10,11,4,9,4,8,4,6,0,8,6,10,0,7,0,0,8,22
12116,Laura Moore,154.2,248.2,5,18,3,0,8,0,7,0,6,6,0,3,5,0,5,0,6,0,0,3,0,0,0,7,6,6,7,3,2,26,2
13262,Annette Jaurequi,154.2,248.1,4,13,0,4,5,3,4,9,9,3,3,5,5,2,13,11,7,7,2,7,0,5,5,0,0,3,3,0,15,8,0
13369,William Fenn,154.2,248.1,5,8,15,5,5,0,10,0,4,10,5,6,5,0,5,8,11,7,0,4,3,0,0,18,0,0,0,0,0,0,17
6905,Jon Gwizdala,154.2,248.1,3,3,3,5,0,15,0,0,15,7,0,9,3,0,8,3,11,0,5,4,0,4,15,3,3,5,8,10,0,0,0
5332,Jack Workman,154.1,248.0,10,5,8,6,0,6,6,4,4,0,5,10,0,4,0,8,0,5,3,5,4,6,5,11,0,5,4,6,0,11,10
17427,Aimee Hale,154.1,248.0,0,0,0,6,6,4,6,6,0,0,10,0,10,0,0,0,0,40,0,0,35,0,0,0,0,18,8,0,0,0,0
15889,Lourdes Ticas,154.1,248.0,0,16,0,5,2,5,5,0,2,6,3,5,6,13,0,4,5,3,3,6,5,0,5,6,6,3,6,5,6,7,0
3969,Kelsey Demmings,154.1,248.0,0,12,7,3,9,0,9,0,22,9,0,0,0,12,0,10,0,6,0,5,0,0,0,32,0,0,0,8,8,0,0
9284,Deborah Stone,154.1,248.0,11,5,0,9,6,0,6,6,7,9,6,0,9,0,6,0,12,3,3,6,0,6,0,12,7,7,0,9,3,0,0
18709,Elyse Crochetiere,154.1,248.0,3,13,0,0,6,0,0,6,0,16,1,1,4,7,5,4,12,0,2,9,0,8,3,12,0,0,3,6,6,3,3
5926,Jaimee Mariani,154.1,248.0,2,6,4,7,4,4,3,7,26,2,2,3,5,3,4,2,5,7,2,4,2,5,3,8,2,4,0,6,0,0,6
5024,MICHELLE COLMAN,154.1,248.0,5,5,6,4,6,1,8,3,5,9,0,5,4,7,2,5,10,6,4,0,5,5,0,10,9,2,1,2,8,5,5
7637,Curtis Chafe,154.1,247.9,6,7,6,4,6,0,6,0,6,7,5,5,0,6,6,6,6,6,5,5,5,6,6,6,0,6,11,6,5,5,0
3119,Aimee White,154.1,247.9,5,0,0,0,6,0,5,11,4,5,5,4,8,0,10,5,6,3,3,3,5,7,3,10,3,0,6,9,5,3,7
4572,Emma O'Shea,154.0,247.9,1,1,6,6,5,5,5,4,5,3,3,4,4,6,2,1,11,10,0,0,10,7,1,2,4,8,4,7,7,0,7
2085,Mecca Cerny,154.0,247.9,7,1,9,6,2,1,10,0,0,0,0,10,3,10,6,0,0,8,9,6,3,1,0,14,1,9,6,7,6,2,5
17850,Jennifer Onuoha,154.0,247.9,0,0,0,0,0,5,6,6,0,13,0,8,7,5,1,14,6,0,0,10,6,0,0,4,3,0,0,14,0,18,12
17611,Amanda Flurry,154.0,247.9,0,0,0,0,3,1,1,2,1,4,5,7,5,7,3,10,1,6,8,1,8,6,9,1,6,10,6,10,1,13,4
18375,Heather Allen,154.0,247.8,0,0,0,0,0,0,0,2,10,7,7,2,7,4,7,2,11,7,2,7,2,7,8,6,9,2,8,7,1,10,3
1321,Kelly Cartus,154.0,247.8,3,13,7,4,11,8,8,5,6,4,0,10,9,11,8,13,7,8,6,8,3,0,0,0,0,0,0,0,0,0,0
2320,Brett Overby,154.0,247.8,3,0,0,0,0,0,0,21,0,0,0,0,0,40,0,0,8,0,9,3,16,9,10,0,8,3,12,0,0,0,0
2752,Sarah Fernihough,154.0,247.8,6,5,6,5,5,3,3,4,5,5,0,5,8,5,7,0,11,3,7,5,5,5,8,3,4,8,0,0,0,8,5
3801,Rachel Sierminski,154.0,247.8,5,5,5,5,5,5,6,7,3,7,6,7,7,0,6,7,3,2,8,6,2,0,7,9,5,5,0,5,8,0,0
4598,SANDRA WOODS,154.0,247.8,0,8,6,0,12,6,6,0,8,8,0,0,11,6,0,10,8,0,0,8,8,0,0,13,0,9,7,7,0,9,6
5619,Norma Angulo,154.0,247.8,0,20,7,0,4,6,4,0,10,0,0,4,6,5,0,22,7,0,5,0,3,0,22,0,0,5,0,5,0,10,4
14140,Cameron Wolf,154.0,247.8,0,0,17,7,0,11,0,10,0,0,0,0,22,6,0,17,0,0,5,8,7,9,0,0,6,3,11,0,17,0,0
17781,Kathy Myres,154.0,247.8,0,8,6,5,0,0,5,5,7,0,8,5,0,5,8,10,0,0,0,0,5,3,11,3,7,9,4,4,10,8,10
19158,James Tuscany,154.0,247.8,0,2,2,5,4,6,4,7,7,8,3,3,2,8,2,3,13,6,3,4,3,3,6,5,5,4,4,4,8,3,3
14151,Liesl Little,154.0,247.8,0,7,4,3,9,13,0,4,0,12,0,9,0,0,0,12,0,8,0,0,13,9,12,0,3,0,0,11,0,12,11
13340,AGNES Guerra,154.0,247.8,1,12,3,3,5,7,4,6,14,0,6,4,6,4,4,9,0,10,3,4,3,6,0,10,7,0,6,4,0,10,3
6958,Brian Donley,153.9,247.7,6,7,0,5,6,5,6,5,8,0,5,6,5,7,5,0,0,4,5,5,7,2,3,0,0,6,6,9,6,6,0
19029,John Goldston,153.9,247.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,7,8,8,10,10,8,12,2,11,6,8,8,8,2,16
270,Sally Riggall,153.9,247.7,8,3,11,4,4,3,6,3,6,0,4,7,10,0,0,6,6,0,12,7,0,6,0,0,15,3,5,5,0,3,5
7952,Rebecca Brown,153.9,247.7,10,16,2,5,10,12,11,6,15,4,10,11,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663,Brittany Wiseman,153.9,247.7,7,5,5,6,5,8,0,0,5,0,6,0,9,7,0,9,6,0,0,11,13,1,8,2,5,6,0,9,0,0,6
15436,Jon Howard,153.9,247.7,0,7,0,18,5,6,7,10,4,0,0,13,0,7,0,31,0,5,6,4,0,0,9,12,0,3,0,0,6,0,0
2619,Kristy Brock,153.9,247.6,4,4,3,5,1,3,3,3,1,10,3,3,7,3,2,4,1,13,3,5,3,4,3,5,10,5,5,6,4,6,9
7759,Christine Lindell,153.9,247.6,4,2,6,6,6,0,9,2,0,0,6,6,10,6,2,10,0,5,6,11,6,0,11,8,4,5,5,0,0,0,0
17225,Sarah Merrill,153.9,247.6,0,0,0,6,2,4,0,8,6,12,0,6,8,5,0,6,11,5,0,7,5,8,0,13,5,0,8,6,0,7,15
15649,Michelle Sheefel,153.8,247.6,0,12,4,0,0,4,5,2,10,6,0,4,5,5,9,0,5,4,4,3,3,0,12,5,6,0,3,3,1,15,10
696,Deana Walker,153.8,247.5,5,10,5,0,5,5,0,0,13,0,0,6,8,6,0,8,15,0,0,6,7,0,15,0,0,7,5,15,0,7,0
10348,Joseph Sterr,153.8,247.5,5,6,5,3,6,5,5,6,0,0,0,18,6,6,5,0,0,5,10,6,0,0,15,0,0,0,0,11,5,0,0
11165,Marianne Loheide,153.8,247.5,1,10,5,0,4,9,5,9,21,11,2,6,8,0,4,5,4,8,5,0,1,0,6,8,3,6,0,3,2,0,2
